age,balance,day,duration,campaign,job,marital,education,default,housing,loan,contact,month,y
35,1036,13,356,1,management,married,tertiary,no,no,no,cellular,aug,0
45,1214,2,150,2,admin,married,secondary,no,yes,no,cellular,feb,0
48,1099,5,340,1,admin,married,secondary,no,no,yes,unknown,jun,0
38,337,28,624,4,admin,married,secondary,no,no,no,cellular,jul,0
59,5788,14,56,2,blue-collar,married,primary,no,no,no,cellular,may,0
33,105,20,360,1,technician,married,secondary,no,yes,yes,unknown,may,0
28,-386,18,59,2,management,single,tertiary,no,yes,no,cellular,may,0
26,5533,7,582,2,services,single,secondary,no,yes,no,cellular,may,0
42,292,11,222,3,services,married,secondary,no,yes,no,cellular,may,0
36,0,27,88,2,management,single,tertiary,no,yes,no,unknown,may,0
46,519,25,217,6,blue-collar,married,secondary,no,yes,no,cellular,aug,0
36,154,18,231,1,technician,married,secondary,no,yes,no,cellular,nov,0
36,21,20,35,1,blue-collar,married,primary,no,no,no,telephone,nov,0
52,-63,26,560,4,blue-collar,married,primary,no,yes,no,unknown,may,0
27,0,18,157,5,admin,married,secondary,no,yes,yes,cellular,may,0
51,1640,15,67,4,self-employed,single,secondary,no,yes,no,unknown,may,0
39,2366,16,1007,3,blue-collar,married,primary,no,yes,no,cellular,apr,0
42,513,5,98,1,self-employed,married,secondary,no,no,no,telephone,feb,0
47,32,5,231,2,housemaid,married,primary,no,no,no,cellular,aug,0
47,24556,20,309,1,admin,married,secondary,no,no,no,telephone,oct,0
60,2194,20,31,3,retired,married,tertiary,no,yes,no,telephone,apr,0
70,5563,6,146,1,management,married,tertiary,no,no,no,cellular,feb,0
36,625,18,1360,9,management,married,tertiary,no,yes,no,cellular,jul,1
57,50,18,89,3,housemaid,married,primary,no,no,no,cellular,aug,0
38,250,17,72,1,services,married,secondary,no,no,no,unknown,jun,0
58,3,14,158,2,retired,married,primary,no,no,no,cellular,aug,0
49,221,15,305,1,entrepreneur,married,tertiary,no,yes,no,unknown,may,0
35,3751,16,75,2,management,divorced,tertiary,no,yes,no,cellular,apr,0
42,171,14,55,1,blue-collar,married,secondary,no,yes,no,unknown,may,0
32,338,13,73,3,blue-collar,single,secondary,no,yes,no,unknown,may,0
29,80,28,678,1,blue-collar,single,primary,no,yes,no,unknown,may,0
33,78,21,856,1,management,married,tertiary,no,yes,no,cellular,jul,0
43,698,14,322,1,unemployed,single,primary,no,yes,no,unknown,may,0
58,5701,30,354,1,management,divorced,tertiary,no,no,no,cellular,apr,1
55,39,27,281,5,retired,married,secondary,no,no,no,cellular,aug,0
55,1730,22,156,3,entrepreneur,divorced,tertiary,no,no,no,cellular,jul,0
31,130,6,160,1,management,single,tertiary,no,no,no,cellular,aug,0
32,116,20,718,2,technician,single,secondary,no,yes,no,cellular,aug,1
46,716,6,131,2,self-employed,married,secondary,no,no,no,cellular,aug,0
46,1808,21,221,1,unemployed,single,tertiary,no,no,no,cellular,nov,0
35,734,9,128,2,self-employed,married,secondary,no,no,yes,cellular,jul,0
51,0,5,173,2,blue-collar,married,secondary,no,yes,no,unknown,may,0
57,-133,19,197,2,retired,married,secondary,no,no,no,cellular,aug,0
48,0,29,215,6,blue-collar,married,secondary,no,no,no,cellular,jul,0
50,238,20,584,2,blue-collar,married,primary,no,no,no,cellular,aug,0
47,-288,19,193,6,services,married,secondary,no,no,no,unknown,may,0
44,326,8,108,2,technician,married,secondary,no,yes,no,cellular,aug,0
60,3,18,227,1,retired,married,primary,no,no,no,unknown,jun,0
40,1073,30,42,2,blue-collar,married,primary,no,no,no,cellular,jul,0
36,0,11,378,4,admin,married,secondary,no,no,no,unknown,jun,0
30,168,18,229,2,management,married,tertiary,no,yes,no,cellular,may,0
45,1503,17,212,3,entrepreneur,married,tertiary,no,no,no,cellular,nov,0
39,633,19,105,2,management,single,tertiary,no,no,no,cellular,nov,0
32,291,27,120,6,blue-collar,divorced,unknown,no,yes,yes,unknown,jun,0
44,16486,19,275,3,technician,married,secondary,yes,yes,yes,cellular,nov,0
37,439,20,215,2,technician,married,secondary,no,yes,no,unknown,may,0
31,17924,14,745,1,self-employed,single,tertiary,no,yes,no,cellular,may,1
56,-216,26,336,1,blue-collar,divorced,primary,no,yes,no,unknown,may,0
55,2760,30,267,14,technician,married,secondary,no,yes,no,unknown,may,0
53,329,29,69,2,unemployed,married,secondary,no,yes,no,cellular,jul,0
48,1841,30,216,3,blue-collar,married,secondary,no,yes,no,unknown,may,0
58,-247,6,179,1,technician,married,primary,yes,no,no,unknown,jun,0
43,186,8,178,1,blue-collar,married,primary,no,yes,no,unknown,may,0
41,-376,2,421,3,services,divorced,secondary,no,yes,no,cellular,feb,0
60,0,13,34,4,retired,married,tertiary,no,yes,no,unknown,may,0
50,0,28,39,4,housemaid,married,primary,no,no,no,cellular,aug,0
30,82,9,48,3,management,single,tertiary,no,no,no,cellular,feb,0
56,337,20,99,2,blue-collar,married,secondary,no,yes,no,unknown,jun,0
28,206,14,155,2,blue-collar,married,primary,no,yes,no,cellular,may,0
27,285,22,139,1,technician,single,secondary,no,no,no,cellular,jul,0
44,254,11,145,2,management,married,tertiary,no,yes,yes,cellular,may,0
35,0,20,18,5,admin,married,secondary,no,yes,no,cellular,apr,0
40,1077,19,309,1,self-employed,divorced,tertiary,no,no,no,cellular,nov,0
39,-473,6,318,1,management,married,secondary,no,yes,no,cellular,may,0
33,45,20,13,12,blue-collar,single,secondary,no,no,no,unknown,jun,0
47,6150,13,444,2,blue-collar,married,primary,no,yes,no,cellular,may,0
32,995,26,119,1,services,single,secondary,no,yes,no,cellular,may,0
39,309,26,94,14,management,married,tertiary,no,no,no,cellular,aug,0
27,828,30,243,1,management,single,tertiary,no,no,no,cellular,apr,0
54,2960,13,94,9,management,married,tertiary,no,yes,no,cellular,feb,0
30,8138,12,227,2,technician,single,tertiary,no,yes,no,cellular,aug,0
34,1058,28,864,2,management,single,tertiary,no,yes,no,unknown,may,1
25,0,7,282,1,services,single,secondary,no,yes,no,cellular,may,0
32,1475,21,209,5,blue-collar,single,secondary,no,yes,no,cellular,nov,0
59,88,28,63,5,housemaid,married,primary,no,yes,no,cellular,jul,0
43,278,26,14,20,services,married,secondary,no,yes,no,unknown,may,0
49,223,28,22,22,management,married,tertiary,no,no,no,cellular,aug,0
23,780,15,416,1,blue-collar,single,secondary,no,yes,no,cellular,may,1
29,-643,18,277,1,blue-collar,married,secondary,yes,yes,no,cellular,jul,0
25,1025,28,478,2,blue-collar,married,secondary,no,yes,no,unknown,may,0
39,0,5,620,2,services,married,secondary,no,yes,no,unknown,jun,0
53,392,26,95,6,blue-collar,married,secondary,no,no,no,cellular,aug,0
30,18,17,294,1,management,single,secondary,no,yes,no,cellular,nov,0
39,0,16,561,3,entrepreneur,divorced,tertiary,no,no,no,cellular,apr,0
35,1792,31,630,6,blue-collar,divorced,primary,no,yes,no,cellular,jul,1
33,61,13,161,1,self-employed,married,primary,no,yes,no,cellular,may,0
45,956,7,643,1,blue-collar,married,primary,no,yes,no,cellular,may,0
50,19,23,205,1,management,married,tertiary,no,no,yes,cellular,jul,0
36,3254,27,207,1,technician,single,secondary,no,yes,no,unknown,oct,1
48,133,29,451,1,services,single,secondary,no,yes,yes,cellular,jan,0
33,11,4,104,3,management,married,secondary,no,yes,no,cellular,may,0
32,9,17,334,2,blue-collar,married,secondary,no,yes,no,cellular,apr,0
28,4099,23,116,4,blue-collar,single,tertiary,no,no,no,cellular,apr,1
35,1342,19,68,1,technician,single,unknown,no,yes,no,cellular,nov,0
39,176,3,189,2,blue-collar,married,primary,no,yes,yes,cellular,apr,0
29,579,30,296,2,self-employed,single,tertiary,no,no,no,unknown,may,0
41,0,17,789,1,self-employed,married,secondary,yes,yes,no,cellular,nov,1
30,62,29,90,5,management,single,tertiary,no,yes,no,cellular,jul,0
44,2237,20,125,2,management,divorced,tertiary,no,yes,no,unknown,jun,0
41,1104,9,352,1,technician,single,tertiary,no,no,no,unknown,jun,0
41,0,20,113,3,technician,married,secondary,no,no,no,cellular,aug,0
57,11,2,261,1,admin,married,secondary,no,no,no,cellular,feb,0
42,3841,25,720,2,management,married,tertiary,no,yes,no,cellular,jul,0
44,2657,20,202,2,blue-collar,married,primary,no,yes,no,unknown,jun,0
33,20,15,172,4,technician,divorced,primary,no,yes,no,unknown,may,0
50,36,13,104,10,self-employed,married,secondary,no,no,no,cellular,aug,0
41,926,11,306,2,blue-collar,married,secondary,no,yes,no,cellular,may,0
40,3944,12,64,6,housemaid,married,secondary,no,yes,no,unknown,jun,0
37,719,13,118,1,blue-collar,divorced,secondary,no,yes,no,cellular,may,0
47,193,29,171,2,blue-collar,married,primary,no,yes,no,cellular,aug,0
32,392,21,148,2,technician,single,tertiary,no,yes,no,cellular,nov,0
30,194,16,410,1,blue-collar,single,unknown,no,yes,no,unknown,may,0
50,180,16,105,2,blue-collar,married,primary,no,yes,no,cellular,apr,0
58,2348,9,226,1,housemaid,married,primary,no,no,no,unknown,jun,0
41,2397,30,278,2,admin,divorced,secondary,no,yes,no,unknown,may,0
49,1164,8,72,1,blue-collar,single,primary,no,yes,no,unknown,may,0
29,697,30,365,1,management,single,tertiary,no,no,no,cellular,apr,1
31,347,5,254,3,services,single,unknown,no,yes,no,cellular,feb,0
37,8828,12,1010,3,management,single,tertiary,no,no,no,unknown,jun,1
32,329,3,321,1,blue-collar,married,primary,no,yes,no,cellular,feb,0
56,84,13,65,2,technician,married,unknown,no,yes,no,cellular,may,0
44,1308,30,334,1,blue-collar,married,secondary,no,no,no,cellular,jan,0
29,1274,8,136,1,services,single,secondary,no,no,no,cellular,jul,0
28,599,29,189,5,services,married,tertiary,no,yes,no,cellular,jul,0
36,0,21,72,3,management,married,tertiary,no,yes,no,cellular,nov,0
57,29,16,294,1,management,married,tertiary,no,no,yes,cellular,jul,0
33,671,8,45,2,technician,single,secondary,no,no,no,cellular,aug,0
35,797,8,81,1,management,single,tertiary,no,yes,no,unknown,may,0
59,2595,29,398,2,technician,divorced,secondary,no,yes,no,cellular,aug,0
37,-70,25,386,2,management,married,tertiary,no,yes,no,cellular,jul,0
39,855,21,786,2,retired,married,tertiary,no,yes,no,unknown,may,0
36,432,29,65,2,technician,married,secondary,no,yes,no,cellular,aug,0
41,112,17,1081,1,technician,married,secondary,no,yes,no,cellular,nov,0
59,1866,3,288,2,technician,married,secondary,no,no,no,telephone,feb,0
71,362,12,139,2,retired,married,unknown,no,no,no,telephone,feb,0
31,2088,9,15,14,technician,single,secondary,no,no,no,cellular,feb,0
32,0,16,91,1,management,single,tertiary,no,no,no,unknown,may,0
37,3043,5,249,1,technician,married,tertiary,no,yes,no,cellular,may,0
28,20,28,144,2,management,single,tertiary,no,no,no,cellular,jan,0
27,78,9,825,1,self-employed,single,secondary,no,yes,no,unknown,may,0
40,1315,9,466,2,management,divorced,tertiary,no,yes,no,cellular,apr,0
29,11,27,326,1,admin,single,secondary,no,no,no,unknown,jun,0
49,-6847,21,206,1,management,married,tertiary,yes,no,yes,cellular,jul,0
42,221,7,720,2,management,divorced,tertiary,no,yes,no,unknown,may,0
49,266,29,162,2,admin,divorced,secondary,no,yes,no,unknown,may,0
33,189,21,27,10,services,single,secondary,no,no,no,unknown,may,0
32,0,26,277,3,management,married,secondary,no,no,no,cellular,aug,0
30,147,1,153,1,management,single,tertiary,no,no,no,cellular,jun,0
46,1270,17,277,1,blue-collar,married,secondary,no,yes,no,unknown,jun,0
37,847,20,54,1,blue-collar,single,secondary,no,no,no,unknown,jun,0
57,0,22,173,1,housemaid,married,unknown,no,no,no,cellular,aug,0
26,309,13,210,1,blue-collar,single,secondary,no,yes,no,unknown,may,0
42,103,6,170,1,blue-collar,divorced,primary,no,yes,no,cellular,feb,0
53,112,4,104,4,technician,married,secondary,no,no,no,telephone,may,0
34,873,7,267,2,student,single,tertiary,no,yes,no,cellular,aug,0
29,590,30,76,2,services,divorced,secondary,no,yes,no,unknown,may,0
29,-368,5,151,1,technician,single,secondary,yes,yes,no,cellular,may,0
25,681,26,105,3,admin,single,secondary,no,yes,no,unknown,jun,0
52,262,18,1062,4,blue-collar,married,secondary,no,no,no,unknown,jun,0
47,0,20,18,6,management,divorced,tertiary,no,no,yes,cellular,nov,0
41,3700,19,136,1,technician,married,tertiary,no,no,no,cellular,nov,0
56,179,18,536,1,technician,divorced,secondary,no,no,no,cellular,jul,1
39,2783,12,131,2,admin,married,secondary,no,yes,no,cellular,may,0
31,377,31,384,4,admin,married,secondary,no,no,no,cellular,jul,0
48,428,18,127,1,blue-collar,single,unknown,no,yes,no,cellular,may,0
40,1,19,84,3,admin,married,secondary,no,no,no,unknown,jun,0
29,220,4,187,2,blue-collar,married,primary,no,yes,no,unknown,jun,0
31,-576,26,93,2,technician,married,secondary,no,yes,no,unknown,may,0
29,222,3,197,1,services,married,secondary,no,yes,no,cellular,feb,0
47,1405,12,127,1,housemaid,divorced,primary,no,no,no,unknown,jun,0
37,0,12,346,4,management,married,tertiary,no,yes,no,unknown,may,0
44,673,5,105,1,management,married,tertiary,no,no,no,cellular,feb,0
27,940,15,141,1,blue-collar,single,secondary,no,yes,no,cellular,may,0
36,5000,16,177,5,services,married,secondary,no,no,no,unknown,jun,0
38,844,9,12,7,management,married,secondary,no,no,no,cellular,feb,0
47,2283,21,170,2,technician,married,secondary,no,yes,no,cellular,nov,0
40,1779,5,59,7,unemployed,married,secondary,no,yes,no,unknown,jun,0
42,3043,30,224,5,technician,divorced,secondary,no,yes,yes,unknown,may,0
60,864,22,67,4,blue-collar,married,primary,no,no,no,telephone,aug,0
31,355,12,609,1,admin,single,tertiary,no,yes,no,cellular,may,1
50,33,2,134,8,blue-collar,married,primary,no,yes,no,unknown,jun,0
35,-108,28,74,3,management,single,tertiary,no,yes,no,cellular,aug,0
31,658,22,100,1,services,single,secondary,no,no,no,cellular,may,0
35,-12,20,714,4,blue-collar,divorced,secondary,yes,no,yes,unknown,jun,0
50,-298,6,68,8,technician,divorced,secondary,no,yes,no,cellular,feb,0
32,6217,18,486,2,management,married,secondary,no,yes,yes,cellular,nov,0
51,1203,13,25,4,blue-collar,married,primary,no,yes,yes,telephone,may,0
65,587,15,223,2,management,married,secondary,no,no,no,cellular,apr,1
40,5152,18,121,2,technician,married,tertiary,no,yes,yes,cellular,jul,0
36,9068,23,98,1,technician,single,secondary,no,yes,no,unknown,may,0
57,806,29,77,1,technician,single,secondary,no,yes,no,unknown,may,0
55,5,20,108,1,retired,married,secondary,no,no,no,unknown,jun,0
32,6710,21,48,1,technician,single,secondary,no,no,no,cellular,nov,0
34,436,17,28,1,management,married,tertiary,no,yes,no,cellular,apr,0
26,-119,9,359,5,technician,married,secondary,no,no,yes,cellular,jul,1
56,733,20,21,3,unemployed,married,secondary,no,yes,no,unknown,jun,0
36,771,8,152,1,unemployed,married,primary,no,yes,no,cellular,may,0
42,1278,29,422,4,blue-collar,divorced,primary,no,no,no,cellular,jul,0
42,8036,9,948,5,technician,married,secondary,no,no,no,unknown,jun,0
50,125,14,8,5,management,married,secondary,no,yes,yes,cellular,may,0
56,2847,8,327,1,technician,married,secondary,no,no,no,cellular,apr,1
39,173,18,96,2,services,married,secondary,no,yes,no,cellular,nov,0
39,-103,5,210,3,self-employed,divorced,secondary,yes,no,yes,unknown,jun,0
29,261,17,136,19,admin,single,tertiary,no,no,no,cellular,mar,0
36,251,17,59,6,entrepreneur,divorced,secondary,no,no,no,unknown,jun,0
31,304,2,133,2,technician,divorced,secondary,no,no,no,cellular,feb,0
52,692,12,129,9,admin,married,secondary,no,yes,no,cellular,aug,0
37,1147,26,114,2,blue-collar,married,secondary,yes,yes,yes,unknown,may,0
50,298,28,174,6,admin,married,secondary,no,no,yes,cellular,jul,0
44,794,5,342,1,blue-collar,married,secondary,no,yes,no,cellular,feb,0
38,194,27,561,2,management,single,tertiary,no,no,no,cellular,aug,0
59,137,7,66,3,retired,divorced,primary,no,yes,yes,unknown,may,0
48,568,11,148,4,entrepreneur,married,secondary,no,no,no,unknown,jun,0
36,251,30,180,7,admin,married,secondary,no,no,no,cellular,jul,0
59,499,29,966,1,unknown,married,tertiary,no,no,no,cellular,jan,0
35,1012,9,105,1,management,married,tertiary,no,no,no,unknown,jun,0
53,731,21,251,2,self-employed,single,secondary,no,no,no,cellular,nov,0
39,133,28,136,2,management,divorced,tertiary,no,yes,no,unknown,may,0
42,287,30,83,2,entrepreneur,married,tertiary,no,yes,yes,unknown,may,0
55,4230,17,163,3,retired,married,secondary,no,no,yes,cellular,nov,0
59,0,31,52,8,management,divorced,tertiary,no,yes,no,cellular,jul,0
35,272,11,86,2,technician,single,tertiary,no,no,no,cellular,aug,0
51,267,30,56,1,entrepreneur,married,tertiary,no,yes,no,unknown,may,0
52,-35,28,165,1,technician,married,secondary,no,no,yes,cellular,jan,0
57,11494,19,198,1,self-employed,married,secondary,no,no,no,cellular,nov,0
36,399,22,139,1,housemaid,married,secondary,no,yes,no,cellular,jul,0
31,0,12,59,4,blue-collar,married,primary,no,yes,yes,unknown,may,0
43,313,8,155,2,services,divorced,secondary,no,yes,no,cellular,may,0
26,-330,26,87,2,blue-collar,married,secondary,no,yes,yes,unknown,may,0
46,931,29,156,5,unemployed,married,secondary,no,no,no,cellular,jul,0
47,295,6,94,2,admin,divorced,secondary,no,yes,no,unknown,jun,1
35,222,18,187,2,management,married,tertiary,no,yes,no,cellular,nov,0
52,213,14,164,2,self-employed,married,secondary,no,yes,no,cellular,may,0
31,297,19,551,4,technician,married,secondary,no,no,no,cellular,aug,0
49,2039,6,451,1,blue-collar,married,secondary,no,yes,no,cellular,may,1
39,47,21,28,3,management,married,tertiary,yes,no,no,cellular,nov,0
32,6402,20,628,1,technician,single,secondary,no,yes,no,cellular,nov,1
37,336,12,152,5,blue-collar,single,secondary,no,yes,no,unknown,may,0
43,-145,28,68,3,services,divorced,secondary,no,yes,no,cellular,jul,0
29,162,25,324,1,self-employed,single,tertiary,no,no,yes,cellular,jul,0
33,88,9,57,2,blue-collar,married,secondary,no,yes,no,unknown,may,0
60,773,16,597,22,management,divorced,secondary,no,yes,yes,unknown,may,0
31,71,20,185,3,blue-collar,single,primary,no,yes,no,cellular,apr,0
36,28,11,149,2,housemaid,single,secondary,no,no,yes,cellular,aug,0
39,1386,4,193,2,blue-collar,married,secondary,no,yes,yes,unknown,jun,0
39,0,11,275,2,blue-collar,divorced,secondary,no,yes,no,cellular,may,0
36,1861,2,281,1,blue-collar,married,primary,no,yes,no,unknown,jun,0
58,1298,29,522,2,blue-collar,married,secondary,no,yes,no,cellular,jan,0
33,1,15,67,4,blue-collar,married,secondary,no,yes,no,cellular,may,0
51,3754,13,202,3,blue-collar,married,primary,no,no,yes,cellular,aug,0
29,250,31,371,2,management,married,tertiary,no,yes,no,cellular,mar,0
40,5811,18,172,1,technician,married,secondary,no,yes,no,cellular,nov,0
35,244,19,138,1,management,married,tertiary,no,yes,no,cellular,nov,0
47,310,29,136,2,management,divorced,tertiary,no,no,no,cellular,aug,0
29,0,8,231,1,self-employed,single,tertiary,no,yes,no,cellular,jul,0
40,118,5,162,2,housemaid,married,primary,no,yes,no,cellular,feb,0
54,42,3,389,2,technician,married,secondary,no,no,yes,unknown,jul,0
